team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,label
Hofstra,CAA,29,82.3,99.6,24.5,50.0,54.72,5.4,9.7,13.7,23.0,96,123,0.78,140,279,0.502,20,61,0.328,1.6,2.9,36.2,Fr,6-3,,2.36299,105.574,3.1,2008,57,"Springfield Gardens, NY",,0.61857211,,,,,,,,,,100.487,102.267,2.89215,182.051,1.37808,0.690653,0.687429,1.72087,34.6207,1.1481,0.572774,1.5862,3.0,4.5862,2.069,1.6897,0.5172,15.0345,,3.54454,1989-02-28,0
Western Illinois,Sum,24,37.3,121.1,12.6,62.2,61.87,2.5,12.7,12.8,14.4,7,13,0.538,8,11,0.727,32,79,0.405,1.0,1.8,14.4,Sr,6-8,,1.24223,106.12,3.2,2008,58,,,1.92850498,,,,,,,,,,107.012,105.363,1.29296,70.8884,1.96592,2.46824,-0.502327,3.03481,16.7692,2.91443,0.120379,0.4231,1.7692,2.1923,1.0385,0.5,0.1538,4.6538,,11.0802,1985-10-15,0
James Madison,CAA,1,0.2,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Fr,6-7,,-0.906856,-1.54834,0.0,2008,59,"Rockville, MD",,0.0,,,,,,,,,,115.378,123.182,0.0372161,0.28268,-16.9847,-10.6338,-6.35095,-19.737,3.0,-12.226,-7.51105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1988-10-15,0
James Madison,CAA,27,68.5,102.8,19.9,48.3,54.02,2.8,7.0,26.5,25.4,67,84,0.798,82,178,0.461,13,32,0.406,1.2,2.7,40.0,So,6-3,,1.65817,101.258,3.1,2008,60,"Wilson, NC",24.8,1.5405553,,,,,,,,,,105.99,108.135,1.9677,141.027,-1.81639,-0.0737401,-1.74265,-0.46157,30.5926,0.197021,-0.658591,0.7037,1.7407,2.4444,4.2222,1.4444,0.3333,10.0,,2.18701,1987-10-15,0
Hofstra,CAA,27,27.1,75.2,11.0,34.9,32.31,11.0,17.2,5.0,24.0,3,17,0.176,15,43,0.349,0,0,0.0,14.2,1.6,39.5,Fr,6-10,,-0.882088,64.4459,5.0,2008,61,"Winchendon, MA",,0.59989201,,,,,,,,,,93.575,95.1338,1.32078,77.7819,3.52212,-4.09503,7.61715,0.641333,12.2593,-3.26705,3.90839,1.1481,1.8889,3.037,0.3333,0.3333,1.5926,1.2222,,0.0,1987-05-25,0
James Madison,CAA,12,4.6,72.2,16.6,36.4,39.71,8.6,24.3,3.2,30.4,3,6,0.5,4,10,0.4,0,1,0.0,1.9,1.0,54.5,So,6-8,,-0.287644,67.8025,5.0,2008,62,"Statesville, NC",29.0,0.19990401,,,,,,,,,,102.604,102.135,0.398719,11.1061,-10.354,-7.43973,-2.91423,-8.27929,4.6667,-6.1164,-2.16289,0.3333,0.9167,1.25,0.0833,0.0833,0.0833,0.9167,,1.01773,1987-10-15,0
Missouri St.,MVC,28,54.6,99.2,14.9,50.3,51.07,2.5,11.4,16.4,23.5,11,18,0.611,26,62,0.419,34,91,0.374,1.0,1.8,11.8,Jr,6-2,,0.777101,94.5108,3.3,2008,63,,,1.37206628,,,,,,,,,,102.066,98.9738,2.41363,114.026,2.01847,1.22933,0.789137,1.15331,25.0,0.16682,0.986487,0.5172,2.3793,2.8966,2.0345,0.7586,0.2069,6.1034,,7.96765,1986-10-15,0
Duke,ACC,34,77.0,108.3,23.1,54.7,56.4,5.1,15.4,17.5,18.6,110,183,0.601,132,248,0.532,40,103,0.388,0.9,2.7,52.1,Sr,6-4,,3.47663,118.097,2.9,2008,64,"Sacramento, CA",95.8,1.19048011,,,,,,,,,,92.0559,86.5622,4.29565,230.207,7.28353,3.84008,3.44344,7.14454,30.9118,4.10653,3.03801,1.4412,4.3529,5.7941,2.9412,1.5588,0.3235,14.5294,,5.25762,1985-10-15,0
Alabama,SEC,32,73.1,117.4,26.2,60.1,59.36,13.1,23.5,11.5,12.3,108,201,0.537,227,376,0.604,2,7,0.286,7.2,2.4,52.5,Jr,6-9,,4.6761,130.256,3.8,2008,65,"Athens, AL",98.2,0.92727484,,,,,,,,,,96.4548,91.9969,3.63708,236.544,9.73426,5.20496,4.5293,8.86131,30.625,6.61813,2.24318,3.6875,6.4062,10.0938,1.5938,1.2812,1.9688,17.75,,0.410545,1986-10-15,0
Utah St.,WAC,6,3.0,80.0,20.8,31.3,34.43,7.3,19.7,0.0,7.2,2,3,0.667,5,14,0.357,0,2,0.0,2.6,0.0,18.8,So,6-9,,-0.135417,79.8546,5.9,2008,66,,,0.0,,,,,,,,,,104.971,104.9,0.51827,7.04529,-15.2121,-7.80411,-7.40803,-10.4478,6.2857,-6.35829,-4.08951,0.2857,1.2857,1.5714,0.0,0.0,0.1429,1.7143,,3.00628,1987-10-15,0
Alabama,SEC,33,74.2,104.8,25.4,46.4,50.3,10.3,14.7,8.6,14.3,106,156,0.679,133,287,0.463,36,116,0.31,1.5,3.0,38.7,Jr,6-6,,3.04213,115.112,3.1,2008,67,"Palm Beach Gardens, FL",94.0,0.69839189,,,,,,,,,,101.848,97.1402,3.04936,198.318,3.57628,3.00935,0.566928,2.71607,30.1212,2.51673,0.199335,2.8485,3.9394,6.7879,1.3333,1.5455,0.3939,14.5455,,6.70247,1986-10-15,1
Alabama,SEC,32,60.9,106.7,14.5,58.1,58.77,2.0,5.1,20.9,28.2,21,34,0.618,19,45,0.422,47,109,0.431,0.3,1.1,22.1,Jr,5-11,,1.32403,100.763,1.9,2008,69,"Mobile, AL",66.2,1.77588969,,,,,,,,,,110.805,105.881,1.81877,106.075,-0.0774123,1.78132,-1.85873,-0.00118879,25.5,0.942032,-0.943221,0.4688,1.1562,1.625,3.2188,0.5,0.0625,6.25,,7.67343,1986-10-15,0
Maryland Eastern Shore,MEAC,29,41.7,71.9,20.4,35.0,36.2,5.2,9.8,7.0,22.2,15,31,0.484,48,142,0.338,10,38,0.263,4.2,1.5,17.2,Fr,6-5,,-0.950025,70.6973,3.9,2008,70,"Philadelphia, PA",,0.35710833,,,,,,,,,,109.288,114.925,0.756025,89.2099,-9.16214,-7.12912,-2.03303,-8.73062,18.4138,-6.03229,-2.69832,1.0,1.5517,2.5517,0.5172,0.4828,0.7241,4.8621,,4.09959,1988-10-15,0
Boston College,ACC,30,91.5,110.8,27.9,50.2,56.7,1.3,8.2,29.2,18.7,165,195,0.846,136,283,0.481,64,179,0.358,0.5,2.5,42.2,Jr,6-1,,5.53582,127.75,2.3,2008,71,"Chesterfield, VA",53.0,1.44662571,,,,,,,,,,107.238,100.835,3.40166,182.34,3.90951,5.28256,-1.37305,4.86639,38.1333,5.07691,-0.210517,0.4,2.8667,3.2667,4.9667,1.6,0.2,20.9667,,9.0842,1986-10-15,0
Drexel,CAA,32,30.9,79.4,19.7,43.6,45.24,8.8,19.0,6.1,25.1,18,34,0.529,44,99,0.444,0,2,0.0,4.1,1.8,33.7,So,6-8,,-0.288286,78.849,5.5,2008,72,,,0.30304498,,,,,,,,,,93.2732,93.8884,1.41076,83.0656,-4.57644,-6.61272,2.03628,-4.83957,12.5625,-5.94205,1.10248,0.9375,2.0312,2.9688,0.3125,0.375,0.4688,3.3125,,0.299683,1987-10-15,0
Illinois St.,MVC,32,58.4,102.8,22.0,65.9,63.26,12.2,22.3,8.4,25.7,65,124,0.524,118,179,0.659,0,0,0.0,7.1,2.4,69.3,Sr,6-7,,1.88306,107.436,4.6,2008,73,,,0.43056195,,,,,,,,,,87.8953,84.6301,3.6271,183.212,6.50339,0.0273706,6.47602,4.58054,24.6364,0.990403,3.59014,2.3939,4.697,7.0909,0.9394,0.9697,1.4242,9.4848,,0.0,1985-10-15,0
Chicago St.,ind,24,52.3,86.9,17.0,47.4,49.26,1.9,10.7,20.6,32.0,16,25,0.64,17,41,0.415,25,74,0.338,0.0,2.1,21.7,Jr,6-1,,-0.241065,82.3793,4.1,2008,74,,,1.22638809,,,,,,,,,,112.124,111.472,1.15643,87.7747,-4.58166,-1.82411,-2.75755,-5.84708,20.2222,-3.45906,-2.38802,0.3704,1.8519,2.2222,2.4074,0.7407,0.0,4.7037,,7.76726,1986-10-15,1
Indiana St.,MVC,30,48.6,93.5,18.4,46.2,50.78,5.3,18.0,7.8,21.9,35,45,0.778,48,99,0.485,13,47,0.277,1.0,2.5,30.8,Sr,6-4,,0.581973,94.2001,5.3,2008,75,"Philadelphia, PA",,0.56410458,,,,,,,,,,100.932,97.5433,1.96903,111.452,-0.618011,-1.43425,0.816239,-1.26568,19.6129,-2.18705,0.921363,0.9032,2.8387,3.7419,0.7097,0.8065,0.1613,5.7742,,4.99323,1985-10-15,0
Indiana St.,MVC,30,75.6,91.3,23.5,46.6,48.39,2.5,8.2,10.1,18.6,33,44,0.75,60,152,0.395,68,196,0.347,0.5,1.8,12.6,So,6-3,,1.31582,98.1127,1.6,2008,76,"Memphis, TN",23.8,0.66153182,,,,,,,,,,107.274,103.672,2.42097,130.513,-1.54663,-0.0227461,-1.52388,-0.423874,30.3548,1.29288,-1.71675,0.6774,1.9032,2.5806,1.3871,0.871,0.129,12.0,,13.3861,1987-10-15,0
Indiana St.,MVC,26,24.9,86.4,19.5,35.6,39.07,2.8,6.0,14.0,13.8,12,14,0.857,12,41,0.293,15,56,0.268,0.8,1.7,14.4,So,5-10,,0.122399,88.636,3.6,2008,77,"Bloomington, IN",,1.35718427,,,,,,,,,,107.977,104.313,0.894697,41.5069,-3.79795,-1.49305,-2.3049,-2.6197,11.8889,-1.75962,-0.860087,0.2963,0.5556,0.8519,0.7037,0.2963,0.0741,3.4444,,11.612,1987-10-15,0
Oklahoma,B12,14,15.1,97.8,20.7,53.5,56.34,3.9,11.4,11.0,25.0,15,22,0.682,17,29,0.586,9,28,0.321,4.2,2.3,38.6,So,6-8,,0.813557,101.178,4.7,2008,78,"Oklahoma City, OK",86.6,0.61110683,,,,,,,,,,96.7676,95.8253,1.61188,39.8458,2.61377,-0.0579833,2.67175,2.81315,15.2857,0.032755,2.78039,0.5,1.5,2.0,0.7857,0.5714,0.5714,5.4286,,8.05401,1987-10-15,0
Binghamton,AE,23,20.7,80.5,16.4,41.0,39.64,5.7,6.5,4.7,21.1,0,5,0.0,8,15,0.533,13,52,0.25,1.8,0.7,7.5,Fr,6-5,,-0.443841,73.7341,4.6,2008,79,"Simi Valley, CA",,0.42861837,,,,,,,,,,108.333,111.422,0.575253,31.9581,-6.66663,-3.7142,-2.95243,-7.58648,10.8696,-4.64146,-2.94501,0.5217,0.5652,1.087,0.2609,0.1304,0.1739,2.3913,,12.8711,1987-04-21,0
Appalachian St.,SC,30,39.8,81.4,14.5,41.3,41.21,8.0,14.7,11.5,29.8,10,26,0.385,31,75,0.413,0,0,0.0,1.3,0.9,34.7,Sr,6-7,,-0.634895,74.0586,3.9,2008,80,,,0.88891763,,,,,,,,,,103.536,103.843,1.26424,80.8176,-4.4559,-3.89572,-0.560182,-4.52663,15.7419,-3.96996,-0.556677,0.9677,2.2581,3.2258,1.0323,0.2258,0.1935,2.3871,,0.0,1985-10-15,0
Albany,AE,30,28.7,84.7,18.0,48.5,50.31,9.9,13.9,3.4,30.1,22,41,0.537,32,66,0.485,0,0,0.0,5.2,1.1,62.1,Fr,6-7,,-0.197754,80.5994,6.2,2008,81,,,0.19355463,,,,,,,,,,99.4339,102.751,0.955914,64.1117,-4.37462,-4.80415,0.429532,-5.95451,11.6667,-5.58071,-0.373803,0.9667,1.3333,2.3,0.2,0.2,0.5,2.8667,,0.0,1988-10-15,0
Bowling Green,MAC,30,46.9,102.5,17.8,54.1,56.2,13.0,13.9,4.1,21.2,48,81,0.593,60,111,0.541,0,0,0.0,9.8,1.2,73.0,So,6-9,,0.932219,99.8732,7.4,2008,82,"Detroit, MI",,0.3143053,,,,,,,,,,100.838,100.657,1.70055,109.293,1.66693,-1.07915,2.74608,-0.636016,18.9333,-2.25987,1.62386,2.0,2.3667,4.3667,0.3667,0.3667,1.7,5.6,,0.0,1987-10-15,0
Bowling Green,MAC,29,70.0,93.9,23.0,48.2,49.98,9.8,18.9,8.9,21.4,45,74,0.608,115,229,0.502,12,47,0.255,3.8,1.6,26.8,Fr,6-7,,1.22979,97.8046,4.2,2008,83,,,0.47057318,,,,,,,,,,100.137,100.106,2.67795,167.381,-1.03056,-1.35669,0.326125,-1.41897,29.2069,-0.851062,-0.567911,2.3448,4.9655,7.3103,1.1034,0.7586,1.0,10.7241,,3.39679,1988-10-15,0
Bowling Green,MAC,30,49.0,97.1,15.1,49.5,55.31,8.3,9.4,2.4,24.6,44,61,0.721,51,103,0.495,0,0,0.0,6.7,0.2,59.2,So,6-9,,0.350031,90.7114,5.6,2008,84,"Mattawan, MI",,0.19441666,,,,,,,,,,106.989,106.798,1.35769,87.0299,-2.59179,-2.84469,0.252896,-3.94279,19.7667,-3.7938,-0.148983,1.3333,1.6667,3.0,0.2333,0.0667,1.2,4.8667,,0.0,1987-10-15,0
Bowling Green,MAC,8,20.8,98.2,27.0,41.5,47.7,0.5,13.3,39.1,20.7,23,25,0.92,27,57,0.474,8,37,0.216,3.9,2.0,26.6,Sr,6-5,,2.04428,104.56,3.0,2008,85,,,1.86956522,,,,,,,,,,102.516,103.058,2.55059,45.3508,0.514206,0.961816,-0.44761,1.18523,31.5,1.3377,-0.152466,0.125,3.75,3.875,5.375,1.0,1.125,12.625,,8.99928,1985-10-15,0
Maryland,ACC,33,59.7,100.4,17.3,48.6,53.77,8.1,7.3,5.4,21.5,62,78,0.795,71,158,0.449,22,56,0.393,2.7,1.4,36.4,So,6-7,,1.39484,101.903,4.8,2008,86,"Mouth Of Wilson, VA",79.0,0.43637126,,,,,,,,,,101.326,96.9087,2.5483,133.616,1.99503,0.959487,1.03554,0.693142,24.697,-0.0695028,0.762645,1.697,1.8182,3.5152,0.7273,0.6364,0.7273,8.1818,,3.80247,1987-10-15,0
Maryland,ACC,31,75.9,108.7,16.0,54.4,57.81,2.2,7.8,23.9,24.4,46,54,0.852,46,96,0.479,56,143,0.392,0.5,1.8,22.6,So,6-4,,2.54462,107.597,1.7,2008,87,"Dumfries, VA",83.4,1.8904366,,,,,,,,,,101.496,97.476,3.38194,168.408,3.5074,3.3409,0.166499,3.80117,33.4194,2.67198,1.12919,0.6129,2.6129,3.2258,4.4516,1.0968,0.1935,9.871,,7.63741,1987-10-15,0
Maryland,ACC,17,9.2,102.2,13.0,46.9,44.25,9.5,13.6,6.0,6.8,0,4,0.0,15,32,0.469,0,0,0.0,6.6,0.9,12.5,Fr,6-9,,0.244593,95.152,2.6,2008,88,"Atlanta, GA",43.0,2.00085035,,,,,,,,,,97.5043,96.964,0.760159,24.4068,2.42516,-0.31399,2.73915,3.5791,7.3529,1.55158,2.02753,0.5882,1.0,1.5882,0.2353,0.1176,0.5294,1.7647,,0.0,1988-10-15,0
Bowling Green,MAC,28,17.0,76.8,18.4,37.2,40.07,5.4,7.0,13.4,29.0,8,14,0.571,7,15,0.467,7,32,0.219,0.0,1.2,29.8,So,6-1,,-0.257034,75.4075,4.3,2008,89,"Fort Wayne, IN",71.2,0.77772594,,,,,,,,,,109.027,108.183,0.469991,27.1174,-7.25332,-3.57999,-3.67332,-6.99873,7.3571,-4.13083,-2.86789,0.3214,0.4643,0.7857,0.5,0.1429,0.0,1.5357,,9.52293,1987-10-15,0
Loyola MD,MAAC,32,69.7,110.8,21.2,56.6,58.83,9.5,19.5,9.6,19.3,55,75,0.733,125,212,0.59,28,83,0.337,1.3,1.2,25.4,Sr,6-7,,2.5444,111.059,4.8,2008,90,,,0.58064516,,,,,,,,,,103.247,104.767,2.19473,172.402,0.980414,1.87875,-0.898334,0.391386,28.875,1.59398,-1.20259,2.2188,4.9375,7.1562,1.125,0.5938,0.3438,12.1562,,5.47653,1985-10-15,0
Georgetown,BE,34,31.5,96.2,17.9,59.8,52.82,9.1,10.8,10.1,21.2,12,48,0.25,52,86,0.605,0,1,0.0,6.7,1.2,55.2,So,6-9,,0.509038,97.2231,5.4,2008,91,"Chatham, VA",95.0,0.84621417,,,,,,,,,,93.6026,88.6764,1.66284,73.1546,3.86556,-0.573107,4.43867,1.80734,12.6765,-1.24789,3.05523,0.8529,1.2647,2.1176,0.6471,0.2353,0.7353,3.4118,,0.146377,1986-09-25,0
Colorado,B12,31,44.1,104.0,14.5,52.3,55.51,0.7,8.3,13.2,17.5,22,28,0.786,19,34,0.559,26,77,0.338,0.2,0.6,25.2,Fr,6-4,,0.92973,100.761,2.3,2008,92,"Littleton, CO",36.4,1.58333333,,,,,,,,,,109.157,104.221,1.37883,65.9329,-2.12556,0.298135,-2.42369,-0.750453,18.25,0.401686,-1.15214,0.0938,1.25,1.3438,1.1875,0.1562,0.0312,4.5938,,8.90432,1988-11-15,0
Wagner,NEC,31,68.8,99.9,20.1,50.0,51.58,9.4,15.9,10.3,19.0,75,138,0.543,117,229,0.511,0,5,0.0,1.0,1.0,59.0,Sr,6-7,,1.00425,96.0843,4.0,2008,93,,,0.77968681,,,,,,,,,,99.7358,103.457,2.22453,161.675,-2.87044,-2.04463,-0.825814,-2.92481,28.2903,-2.06729,-0.85752,2.4516,4.2258,6.6774,1.4839,0.4839,0.2581,9.9677,,0.32328,1985-10-15,0
Oregon,P10,32,85.8,135.3,19.0,66.4,69.59,7.9,23.5,15.5,14.1,112,142,0.789,98,161,0.609,59,120,0.492,1.1,1.5,50.5,Sr,6-9,,6.50623,140.204,2.8,2008,94,"Redmond, OR",84.6,1.8,,,,,,,,,,102.866,97.1158,3.52963,222.794,10.6828,8.77993,1.90288,10.4046,34.7188,8.75932,1.64524,2.1562,7.0,9.1562,2.8125,0.875,0.3438,15.1562,,6.40618,1985-10-15,0
Stanford,P10,36,45.1,123.3,16.4,55.9,60.18,15.1,12.7,5.5,14.3,51,68,0.75,77,134,0.575,2,9,0.222,1.8,1.5,47.6,Sr,6-8,,2.2569,121.644,4.3,2008,95,"Bedford, NY",73.2,0.72004607,,,,,,,,,,95.0117,89.6123,2.32359,115.597,7.43471,4.93442,2.50029,5.87114,18.2778,3.63552,2.23562,2.3056,2.0833,4.3889,0.5,0.4444,0.3333,5.8611,,0.843906,1985-10-15,0
Oregon,P10,30,76.8,113.3,18.6,54.6,58.24,4.2,9.4,8.2,15.4,65,79,0.823,85,162,0.525,50,131,0.382,1.4,1.3,27.0,Sr,6-5,,3.56252,116.939,3.1,2008,97,"Studio City, CA",88.8,0.8958125,,,,,,,,,,108.855,102.385,2.76747,153.525,4.16657,4.24425,-0.0776749,3.10004,33.1333,3.31208,-0.212037,1.1,2.6667,3.7667,1.4333,0.7,0.4333,12.8333,,7.81295,1985-10-15,0
Oregon,P10,31,75.4,121.7,23.3,60.3,63.04,5.8,12.6,14.0,14.3,101,138,0.732,124,215,0.577,52,120,0.433,2.9,1.2,41.2,Sr,6-6,,5.22364,133.958,3.7,2008,98,"Detroit, MI",98.8,1.19997745,,,,,,,,,,106.963,100.44,2.84072,164.953,7.26174,6.61217,0.649574,7.44511,31.4839,6.88298,0.56213,1.4516,3.3871,4.8387,2.129,0.6129,0.8387,16.2903,,7.28979,1985-10-15,0
Southern Miss,CUSA,29,87.1,105.8,29.6,46.3,54.95,1.7,8.9,27.2,20.2,186,227,0.819,126,274,0.46,36,115,0.313,1.2,2.1,58.4,So,6-2,,4.19006,120.227,3.5,2008,99,"Troy, NY",55.2,1.20186723,,,,,,,,,,102.504,100.719,3.1476,170.989,3.79411,3.71845,0.0756582,4.77626,34.6875,4.20408,0.572174,0.4688,2.5938,3.0625,4.0938,1.2188,0.375,18.7188,,6.72243,1987-10-15,0
Old Dominion,CAA,33,47.8,94.5,17.7,44.1,44.39,9.8,18.4,8.3,17.1,18,40,0.45,78,176,0.443,0,1,0.0,7.3,1.9,22.6,Fr,6-9,,0.528277,93.293,4.6,2008,100,"Chesapeake, VA",,0.84376612,,,,,,,,,,95.3641,95.358,2.14657,134.932,1.4995,-1.69899,3.1985,-0.697282,20.0,-1.8134,1.11612,1.7576,3.1515,4.9091,0.8182,0.6061,1.2727,5.2727,,0.0945533,1988-10-09,0
Clemson,ACC,33,83.9,116.4,16.7,56.3,55.79,3.8,9.8,19.8,17.6,28,59,0.475,90,160,0.563,59,157,0.376,0.6,3.2,18.6,Sr,6-3,,3.48751,115.504,1.9,2008,101,,,2.21669393,,,,,,,,,,97.7171,91.5081,4.10611,206.513,7.74568,5.19343,2.55224,7.12539,34.1765,3.90119,3.2242,1.2647,2.8824,4.1471,3.9118,1.9412,0.2059,11.4118,,7.72329,1985-10-15,0
Cal St. Fullerton,BW,31,76.7,119.9,24.2,56.3,60.44,2.0,10.7,9.0,11.8,105,117,0.897,92,172,0.535,109,282,0.387,0.4,2.4,25.8,Jr,5-11,,4.22971,124.083,2.8,2008,102,"Petaluma, CA",20.4,0.87270191,,,,,,,,,,100.962,102.343,2.68094,183.475,3.5408,5.03981,-1.49901,5.81906,31.6562,6.08957,-0.270505,0.5625,2.7812,3.3438,1.5,1.375,0.125,20.2188,,15.5534,1986-10-15,0
Stanford,P10,15,6.6,85.0,16.7,46.7,42.94,8.7,9.3,11.5,23.1,5,15,0.333,7,15,0.467,0,0,0.0,2.1,0.0,100.0,Sr,6-10,,-0.0816616,81.8885,7.1,2008,103,"Mclean, VA",78.4,1.0,,,,,,,,,,99.2422,95.501,0.694133,13.8311,-0.460443,-1.68797,1.22753,-3.77281,6.4,-5.11584,1.34303,0.4667,0.5333,1.0,0.4,0.0,0.1333,1.2667,,0.0,1985-10-15,0
Jackson St.,SWAC,25,11.6,68.0,16.7,29.8,30.34,4.0,7.3,6.2,16.5,2,5,0.4,8,30,0.267,5,22,0.227,0.6,2.4,9.6,So,6-0,,-0.517596,61.995,6.0,2008,104,,,0.62500002,,,,,,,,,,103.526,110.798,0.350458,28.2129,-9.16524,-6.07341,-3.09183,-11.1643,6.36,-8.63079,-2.53351,0.24,0.4,0.64,0.2,0.28,0.04,1.32,,7.60278,1987-07-09,0
Indiana,B10,11,1.3,117.7,11.4,0.0,78.95,14.7,12.9,0.0,30.5,3,4,0.75,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Sr,6-0,,0.0988933,104.006,2.4,2008,105,,,0.0,,,,,,,,,,102.35,101.488,0.135511,2.41263,-3.34823,0.806936,-4.15516,-2.23079,1.5455,-0.411511,-1.81928,0.1818,0.1818,0.3636,0.0,0.0,0.0,0.2727,,0.0,1985-10-15,0
Oregon St.,P10,3,0.3,210.5,13.6,0.0,105.26,0.0,0.0,0.0,0.0,2,2,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Jr,5-9,,0.522072,198.405,0.0,2008,106,,,0.0,,,,,,,,,,118.78,111.072,0.0725671,0.352583,3.93664,7.39832,-3.46168,4.64204,1.3333,4.88598,-0.24394,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,,0.0,1986-10-15,0
Dartmouth,Ivy,26,56.0,102.5,16.0,43.8,48.5,1.0,10.0,18.5,14.7,35,48,0.729,24,61,0.393,24,76,0.316,0.2,1.1,35.0,Sr,5-11,,0.622837,93.2782,2.6,2008,107,,,2.28005184,,,,,,,,,,110.291,114.631,0.979258,79.0195,-3.89336,-0.695132,-3.19823,-4.11251,23.2222,-1.89019,-2.22232,0.1852,1.7037,1.8889,2.1111,0.4074,0.037,6.037,,7.77916,1985-10-15,0
Saint Francis,NEC,5,3.0,239.2,2.9,125.0,125.0,7.0,3.9,0.0,0.0,0,0,0.0,1,1,1.0,1,1,1.0,3.2,0.0,0.0,So,6-8,,2.46383,189.983,4.7,2008,108,"Portage, PA",,0.0,,,,,,,,,,115.3,115.303,0.270267,3.9004,-1.87443,0.60867,-2.4831,-1.80678,7.5,0.588039,-2.39482,0.5,0.5,1.0,0.0,0.0,0.1667,1.8333,,1.79935,1987-10-15,0
Davidson,SC,35,88.6,111.3,23.4,48.1,52.32,1.6,8.6,39.0,20.3,93,125,0.744,94,188,0.5,54,176,0.307,0.4,2.4,34.3,Sr,6-2,,3.98691,117.996,1.8,2008,109,,,2.81730059,,,,,,,,,,96.0602,94.6413,3.9482,214.646,4.94365,4.38824,0.555411,5.12804,35.0,4.2151,0.912935,0.4722,2.5833,3.0556,8.1389,1.3889,0.1111,12.6944,,8.29774,1985-10-15,0
Davidson,SC,35,51.0,92.8,20.2,48.6,50.56,9.8,20.1,3.5,23.1,30,45,0.667,102,195,0.523,1,18,0.056,4.5,2.0,21.1,Sr,6-8,,0.641279,94.6248,4.0,2008,110,"Northfield, MA",56.2,0.24138789,,,,,,,,,,90.2125,88.8801,2.68123,155.899,0.904085,-2.37459,3.27867,-1.07214,20.3611,-2.30063,1.2285,1.8056,3.5833,5.3889,0.3889,0.6944,0.7778,6.9167,,1.47429,1985-10-15,0
Davidson,SC,34,57.4,110.9,17.0,59.8,59.0,8.8,14.9,10.7,19.7,33,64,0.516,101,159,0.635,6,25,0.24,1.7,2.0,34.8,Sr,6-8,,1.83015,107.897,4.8,2008,111,"Cincinnati, OH",37.2,1.08503983,,,,,,,,,,93.3623,92.0691,2.84279,155.762,5.81606,2.50421,3.31186,3.33619,23.4286,0.89836,2.43783,1.8,3.0,4.8,1.4571,0.7714,0.3429,7.4857,,1.81932,1985-10-15,0
Pacific,BW,22,13.2,106.4,16.8,47.8,50.11,5.1,9.2,12.1,15.7,4,4,1.0,2,10,0.2,13,35,0.371,0.8,1.9,8.9,Jr,6-3,,0.355335,99.7259,2.5,2008,112,,,1.57180411,,,,,,,,,,103.342,105.796,0.525996,25.9013,-0.0142434,1.43151,-1.44575,-0.519153,7.3913,0.567579,-1.08673,0.2609,0.6522,0.913,0.4783,0.2174,0.0435,2.4348,,13.2045,1986-10-15,0
Oregon St.,P10,27,34.6,72.5,19.6,41.2,39.06,10.0,12.2,3.3,25.4,11,41,0.268,40,97,0.412,0,0,0.0,3.8,2.3,42.3,Fr,6-9,,-0.604053,74.2422,5.8,2008,113,"Laurinburg, NC",25.0,0.18182591,,,,,,,,,,106.287,100.979,1.37514,75.0459,-4.00337,-5.89234,1.88897,-5.70076,15.3571,-6.28528,0.584529,1.4286,1.5,2.9286,0.2143,0.5714,0.5357,3.25,,0.0,1988-06-08,0
Southern Illinois,MVC,33,26.8,90.7,15.0,47.3,48.64,6.7,16.0,5.7,23.9,8,13,0.615,14,28,0.5,14,46,0.304,1.6,1.8,17.6,Fr,6-8,,0.0722854,87.5077,6.8,2008,114,"Granville, IL",37.4,0.44992576,,,,,,,,,,95.4605,91.4488,1.31422,63.2402,0.639515,-1.28952,1.92903,-1.05191,10.8485,-3.11832,2.06641,0.5758,1.2727,1.8485,0.2727,0.303,0.1212,2.3636,,8.26865,1988-10-01,0
Loyola Chicago,Horz,19,36.9,119.4,24.4,51.8,61.21,12.5,14.5,9.9,14.7,81,103,0.786,58,112,0.518,0,0,0.0,0.3,1.1,92.0,Jr,6-6,,3.21858,127.22,3.9,2008,115,"Lakewood, CA",,0.66666664,,,,,,,,,,106.1,105.805,1.61893,64.2982,1.40431,3.36594,-1.96163,3.25572,23.3,4.45383,-1.19811,2.5,2.55,5.05,0.9,0.35,0.1,10.55,,0.0,1986-10-15,0
